year,month,day,creator,cityFrom,coordinatesFrom,regionFrom,countryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,destination,flags,language,peopleMentioned
1645,7,5,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Franckenberg, Abraham von ~ de Geer, Louis ~ Sperber, Julius"
1645,7,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Brieg,"50.86079, 17.4674",Opole Voivodeship,Poland,,Destination INFERRED. Destination UNCERTAIN.,Latin,
1645,4,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hotton, Goddofred"
1645,5,25,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ de Geer, Laurentius ~ Hotton, Goddofred ~ Ritschl, Georg ~ Andreae, Tobias"
1645,6,14,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ Wolzogen, Johann from Missingdorf ~ Ritschl, Georg ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Raue, Johann ~ Hübner, Joachim ~ Hartlib, Samuel ~ Kinner, Cyprian ~ Keyser, Henrik"
1645,8,7,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Laurentius ~ Kinner, Cyprian ~ Ritschl, Georg ~ Boe, Sylvius de la ~ Cneuffel, Andrzej ~ Władysław IV Vasa, King of Poland ~ Princeps Auraicus (fl. 1645)"
1645,10,12,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ de Geer, Laurentius ~ Kinner, Cyprian ~ Ritschl, Georg ~ Dury, John ~ Hartlib, Samuel ~ Władysław IV Vasa, King of Poland ~ Bauhin, Caspar, 1560-1624, also known as: Bauhinus (titles/roles: Botanist)"
1646,12,20,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,
1646,11,29,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"Hotton, Goddofred ~ Clemens, Abraham (mentioned 1643-50) ~ de Geer, Louis ~ Herbert, Edward ~ Keller, Rudolph Hans (fl. 1646-47)"
1646,2,27,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"Kinner, Cyprian ~ de Geer, Louis ~ Clemens, Abraham (mentioned 1643-50)"
1646,5,24,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Calandrine, Cesar (fl. 1633-47) ~ Beeck, Philip Op de",London,"51.50853, -0.12574",England,,,,Latin,"Ritschl, Georg"
1646,5,25,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Author/sender INFERRED. Author/sender UNCERTAIN. ~ Addressee INFERRED. Addressee UNCERTAIN. ~ Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Kinner, Cyprian ~ Ritschl, Georg ~ Vechner, Georg"
1646,12,27,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hartlib, Samuel ~ Herbert, Edward ~ Dohna, Achatius de (1581-1647) ~ de Geer, Louis ~ Edwards, Thomas ~ Wolzogen, Johann from Missingdorf ~ Berg, Johannes"
1646,12,27,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Ritschl, Georg",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Kinner, Cyprian ~ Hartlib, Samuel"
1646,12,27,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Calandrine, Cesar (fl. 1633-47) ~ Beeck, Philip Op de",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Ritschl, Georg ~ de Geer, Louis ~ Christina, Queen of Sweden"
1646,5,24,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Culpeper, Cheney ~ Stoughton, Nicholas (fl. 1641-46) ~ Woodward, Hezekiah (fl. 1640-57)",Hollingbourne,"51.26772, 0.64287",Kent,England,,,Latin,"Ritschl, Georg ~ Hartlib, Samuel"
1646,12,18,"Kinner, Cyprian",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Date of work APPROXIMATE. ~ Destination INFERRED. Destination UNCERTAIN.,Latin,
1646,1,13,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1646,2,12,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1646,3,23,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1646,12,4,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1646,12,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1646,12,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Louis"
1646,12,19,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Figulus, Petr"
1647,4,11,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"Wolzogen, Johann from Missingdorf ~ Clemens, Abraham (mentioned 1643-50)"
1647,6,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Herbert, Edward",Paris,"48.85341, 2.3488",Île-de-France,France,,Destination INFERRED.,Latin,"Hartlib, Samuel"
1647,3,14,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Matthiae, Johannes ~ Hollar, Wenceslaus ~ Dohna, Achatius de (1581-1647) ~ Heereboord, Adriaan ~ Keyser, Henrik ~ Merian, Matthaeus ~ Keller, Rudolph Hans (fl. 1646-47)"
1647,6,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Hotton, Goddofred ~ Kinner, Cyprian ~ Dury, John ~ Elzevier, Lowijs III ~ Keller, Rudolph Hans (fl. 1646-47) ~ Figulus, Petr"
1647,11,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis ~ Keller, Rudolph Hans (fl. 1646-47)"
1647,1,21,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Dury, John ~ Ritschl, Georg ~ de Geer, Louis ~ Grigges, Ambrosius (fl.1647) ~ Slavke, Johannes ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Raue, Johann"
1647,1,21,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Ritschl, Georg",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Kinner, Cyprian ~ Hartlib, Samuel ~ de Geer, Louis"
1647,6,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Figulus, Petr ~ Dohna, Achatius de (1581-1647) ~ Mersenne, Marin ~ de Geer, Louis ~ Hübner, Joachim ~ Matthiae, Johannes ~ Rülz, Johann ~ Magni, Valerian ~ Ritschl, Georg ~ Dury, John ~ Herbert, Edward"
1647,6,15,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Ritschl, Georg",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hartlib, Samuel ~ Calandrine, Cesar (fl. 1633-47)"
1647,4,22,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Gertich, Martin ~ Bythner, Johannes",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED. Destination UNCERTAIN.,Latin,"Matthiae, Johannes ~ Bythner, Johannes ~ Hotton, Goddofred ~ Dury, John ~ Pålsson, Lars"
1647,6,20,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,"Date of work INFERRED. (Date of work as marked: [1647], pridie solstitii) ~ Destination INFERRED.",Latin,"Figulus, Petr"
1647,7,25,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Głoskowski, Maciej (1590?-1658)"
1647,9,18,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Kinner, Cyprian ~ Magni, Valerian ~ Franckenberg, Abraham von ~ Linnemannus (fl. 1647)"
1647,9,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Figulus, Petr ~ Kinner, Cyprian ~Głoskowski, Maciej (1590?-1658) ~ Linnemannus (fl. 1647)"
1647,12,14,"Wolzogen, Johann from Missingdorf",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,,Latin,"de Geer, Laurentius ~ Figulus, Petr ~ Hotton, Goddofred ~ Keller, Rudolph Hans (fl. 1646-47)"
1647,11,4,"Dujat, Jean",Paris,"48.85341, 2.3488",Île-de-France,France,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Dujat, Jean"
1647,9,22,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Date of work APPROXIMATE. (Date of work as marked: 1647 9 ante 23),Latin,
1647,2,20,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hübner, Joachim ~ Kozák, Johann Sophronius (fl. 1645-47) ~ Raue, Johann"
1647,9,11,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Moriaen, Johann ~ Hevelius, Johannes ~ Linnemannus (fl. 1647)"
1647,10,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Hotton, Goddofred"
1647,10,8,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Kinner, Cyprian",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1648,10,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Komenská-Cyrilová, Dorota ~ Janssonius Waesbergen, Johannes ~ de Geer, Louis"
1648,6,27,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Johann Valentin",Stuttgart,"48.78232, 9.17702",Baden-Württemberg,(Swabian Imperial Circle) Germany,,Date of work INFERRED. ~ Destination UNCERTAIN.,Latin,
1648,10,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Date of work INFERRED. (Date of work as marked: 1/11 Octobr. 1648),Latin,"Oxenstierna, Axel (Count) ~ Christina, Queen of Sweden"
1648,10,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin INFERRED. ~ Destination INFERRED.,Latin,"de Geer, Louis ~ Kinner, Cyprian ~ Figulus, Petr ~ Oxenstierna, Axel (Count) ~ Matthiae, Johannes"
1648,4,20,"Mersenne, Marin",Paris,"48.85341, 2.3488",Île-de-France,France,"CCCCCC ~ Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Destination INFERRED.,Latin,
1648,4,16,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Mersenne, Marin ~ Magni, Valerian ~ CCCCCC ~ Socinus, Faustus ~ Moskorzowski, Hieronim"
1648,6,26,"CCCCCC",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Securius, Josephus (fl. 1648-1649)"
1649,5,29,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Origin INFERRED. Origin UNCERTAIN.,Latin,"Figulus, Petr ~ de Geer, Louis"
1649,11,1,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Ferndörfer, Johannes (fl. 1649) ~ Luther, Martin ~ Figulus, Petr"
1649,11,17,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"de Geer, Louis ~ Clemens, Abraham (mentioned 1643-50)"
1649,2,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Securius, Petr (fl. 1649)",Skalica,"48.8449, 17.22635",Trnavský,(Upper Hungary) Slovakia,,,Latin,"Securius, Josephus (fl. 1648-1649) ~ Hartmann, Adam Samuel ~ Figulus, Petr ~ Olyrius, Wratislaw (fl. 1642) ~ Kozák, Johann Sophronius (fl. 1645-47)"
1649,2,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Chodníček, Jan",Skalica,"48.8449, 17.22635",Trnavský,(Upper Hungary) Slovakia,,Origin INFERRED. ~ Destination INFERRED.,Czech,"Molitor, Jan ~ Securius, Wolfgang (fl. 1649) ~ Fabricius, Paulus ~ Sápor, Jan (fl. 1649) ~ Efron, Jan Hranický ~ Justinus, Laurentius"
1649,2,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Efron, Jan Hranický",Púchov,"49.12494, 18.32596",(Upper Hungary) Slovakia,,,Destination INFERRED.,Czech,"Komenská-Cyrilová, Dorota ~ Molitor, Jan ~ Komenská, Zuzana ~ Komenský, Daniel ~ Komenská, Dorota Kristýna Molitorová ~ Komenská-Figulusová, Alžběta ~ Lánecký, Jan ~ Lánecká, Johana Molitorová ~ Mariasz de Marcusfalva, Johannes (fl. 1649)"
1649,9,10,"Bythner, Johannes ~ CCCCCC ~ Gertich, Martin",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Gleinig, Jerzy (fl. 1649-58)",Orzeszkowo,"52.55172, 16.10184",Greater Poland Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN.,"Latin, Polish","Chodowiecki (fl.1649) ~ Plort (fl.1649) ~ Gleinig, Jerzy (fl. 1649-58)"
1649,5,30,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Figulus, Petr"
1649,11,2,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Andreae, Ernst ~ Andreae, Tobias",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Ursinus, Daniel (fl. 1649)"
1650,9,2,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Tolnai, János",Sárospatak,"48.31667, 21.58333",Borsod-Abaúj-Zemplén,Hungary,,Destination INFERRED.,Latin,"de Geer, Louis ~ Rákóczi, György II ~ Lorántffy, Zsuzsánna ~ Ferdinand III"
1650,1,14,"Bythner, Johannes ~ CCCCCC ~ Gertich, Martin",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Seniors and patrons of the church in Orzeszków (fl. 1650),Orzeszkowo,"52.55172, 16.10184",Greater Poland Voivodeship,Poland,,,Polish,"Rybiński, Jan ~ Chodowicz, Jerzy (fl. 1650)"
1650,1,18,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Matthiae, Johannes ~ Figulus, Petr ~ Christina, Queen of Sweden ~ Andreae, Ernst ~ Andreae, Tobias ~ Clemens, Abraham (mentioned 1643-50) ~ de Geer, Louis"
1650,7,5,"Tolnai, János",Sárospatak,"48.31667, 21.58333",Borsod-Abaúj-Zemplén,Hungary,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Opaliński, Krzysztof"
1650,8,1,"Rákóczi, György II",Sárospatak,"48.31667, 21.58333",Borsod-Abaúj-Zemplén,Hungary,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,
1650,6,21,"Colbovius, Petrus (fl.1650)",Leipzig,"51.33962, 12.37129",(Electoral Saxony) Saxony,Germany,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,,German,
1650,2,1,Regii in Borussia Fisci Praefectus (fl. 1650),Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,
1650,8,5,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Colbovius, Petrus (fl.1650)",Leipzig,"51.33962, 12.37129",(Electoral Saxony) Saxony,Germany,,,Latin,"de Geer, Louis"
1650,6,26,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Reformed Church in Gdańsk (fl. 1650),Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,"Czech, Latin","Škréta, Daniel"
1650,6,26,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Cölmer, Clement (fl. 1650) ~ Reformed Church in Gdańsk (fl. 1650)",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Date of work APPROXIMATE. (Date of work as marked: 1650 6 26 (post quem)) ~ Destination INFERRED.,Latin,
1650,8,8,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Linde, Adrian von der",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,"Czech, Latin",
1650,9,2,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rákóczi, György II",Alba Iulia,"46.06667, 23.58333",Judeţul Alba,(Principality of Transylvania) Romania,,Addressee INFERRED. Addressee UNCERTAIN. ~ Destination INFERRED.,Latin,"Tolnai, János"
1651,11,13,"Felín, Jan",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"CCCCCC",Sárospatak,"48.31667, 21.58333",Borsod-Abaúj-Zemplén,Hungary,,Origin INFERRED. ~ Destination INFERRED.,"Czech, Latin","Henriette Marie, Princess Palatine ~ Rákóczi, Zsigmond ~ Bythner, Johannes ~ Prüfer, David ~ Figulus, Petr ~ Cromwell, Oliver (Colonel) ~ Charles II, King of England, Scotland, and Ireland ~ Leslie, David ~ Hamilton, William ~ Lochar, Václav ~ Dobrzenski, Johan Ulrich"
